YEAR	County	NAICS4dig	NAICSname4dig	Diesel	LPG_NGL	Net_electricity	Other	Residual_fuel_oil	Coal	Natural_gas	Coke_and_breeze
2010	Genesee	3334	Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT	14.540892104503325	15.321303046181484	440.41760861246047	19.960393224614847	0	0	297.6392338297111	0
2010	Genesee	3335	Metalworking Machinery ManufacturingT	58.163568418013284	61.285212184725935	1761.6704344498419	79.84157289845939	0	0	1190.5569353188444	0
2010	Genesee	3336	Engine, Turbine, and Power Transmission Equipment ManufacturingT	35.11235955056182	17.265193370165758	3918.1231003039497	208.47048496818007	0	0	3293.039895923681	0
2010	Genesee	3339	Other General Purpose Machinery ManufacturingT	49.65325165506515	32.586496416347245	4358.54070891641	228.43087819279492	0	0	3590.679129753392	0
2010	Genesee	3353	Electrical Equipment ManufacturingT	508.0858229538661	53.535483318343445	839.4005796281904	8.718165936041805	21.670753151546663	0	693.3379051614587	0.3187474500203997
2010	Genesee	3371	Household and Institutional Furniture and Kitchen Cabinet ManufacturingT	54.093318702378596	56.99651181347707	297.8890640221084	9.281788768220574	0	0	246.05389206555228	0
2010	Genesee	3391	Medical Equipment and Supplies ManufacturingT	29.205973038714625	30.773460147343357	482.50727711267683	5.011407675080845	0	0	398.54700229852887	0
2010	Genesee	3399	Other Miscellaneous ManufacturingT	77.88259476990567	82.06256039291561	1286.6860723004716	13.363753800215584	0	0	1062.7920061294103	0
2010	Livingston	1111	Oilseed and Grain FarmingT	38788.88314669181	9021.28855624977	13752.901443777097	13703.200621530548	5633.926910895351	0	0	0
2010	Livingston	1112	Vegetable and Melon FarmingT	6083.593610198508	1414.8861468634154	4614.843205450636	2149.1906179701755	883.6171339563706	0	0	0
2010	Livingston	1113	Fruit and Tree Nut FarmingT	2177.270296158185	506.3766216808328	2071.942861233231	769.1784154424523	316.2396212190212	0	0	0
2010	Livingston	1114	Greenhouse, Nursery, and Floriculture ProductionT	6288.440007313844	1462.5281078628311	3623.549050067913	2221.558034831689	913.3702367962622	0	0	0
2010	Livingston	1119	Other Crop FarmingT	6246.887889067793	1452.864162463748	3753.131996897691	2206.8786482037767	907.3349612688436	0	0	0
2010	Livingston	1121	Cattle Ranching and FarmingT	24184.399302517537	5624.6642586352455	17440.5441861815	8543.779780931016	3512.6852593051008	0	0	0
2010	Livingston	1122	Hog and Pig FarmingT	162.57201012460467	37.810034616289315	195.77873511878343	57.432869664177296	23.612920726166312	0	0	0
2010	Livingston	1123	Poultry and Egg ProductionT	675.7380779154549	157.15915733554257	989.9247640524916	238.72237863266923	98.14819693279247	0	0	0
2010	Livingston	1124	Sheep and Goat FarmingT	583.0506472125569	135.60246402354232	485.089362521029	205.978088130344	84.68572604483286	0	0	0
2010	Livingston	1129	Other Animal ProductionT	3731.1638365957874	867.7719720178468	4808.206755925046	1318.1324765477902	541.9363137747208	0	0	0
2010	Livingston	2123	Nonmetallic Mineral Mining and QuarryingT	6529.750083727261	0	4466.772793631648	3656.582897412355	1453.2632631851511	2152.868165961008	1708.150214762691	0
2010	Livingston	2131	Support Activities for MiningT	3855.199981822787	0	538.3070099790127	1557.3655247492393	949.9289084056808	0	4513.4394769395485	0
2010	Livingston	2369	Building Construction (unclassified)	16007.827072531629	592.2104331570283	9232.743789419355	0	0	0	4333.432242835153	0
2010	Livingston	2378	Heavy and Civil Engineering Construction (unclassified)	45939.86484014404	7159.848483504297	6870.700118528264	0	0	0	2722.6680432028406	0
2010	Livingston	2388	Specialty Trade Contractors (unclassified)	55125.10273118517	2290.594562589285	12725.868402040704	0	0	0	15872.53889679471	0
2010	Livingston	3114	Fruit and Vegetable Preserving and Specialty Food ManufacturingT	1402.232716350939	1214.4020070995819	59165.895775516474	91195.89864931429	27280.02346004846	36085.393960701585	199905.4137285217	0
2010	Livingston	3116	Animal Slaughtering and ProcessingT	3004.839938615414	2216.276971299215	7446.373050226011	3093.5749842963296	1409.7787379733966	77.2326014257138	7517.451670862358	0
2010	Livingston	3121	Beverage ManufacturingT	1879.3712160874193	198.02372324204455	2069.9197089039217	612.7089522362336	80.15848477561346	0	2564.604724468195	0
2010	Livingston	3133	Textile and Fabric Finishing and Fabric Coating MillsT	93.1340265165879	98.13253780556028	1538.6525722491851	159.80723349902507	397.2329884972675	0	3812.742725363904	0
2010	Livingston	3211	Sawmills and Wood PreservationT	3054.4343842042126	321.83661427881805	5046.1829019978095	1572.3169944457566	260.5539874065572	0	9030.894500627315	1.916198262646908
2010	Livingston	3219	Other Wood Product ManufacturingT	1062.8606134224117	111.99044348215628	3804.5264109093837	364.7492126754812	45.332872808911134	2.7318423544838626	1208.6566184571382	0
2010	Livingston	3231	Printing and Related Support ActivitiesT	57.16252627253911	33.58855431115731	4062.3322450445326	36.85846847440276	529.0585695798122	0	3097.295178157775	0
2010	Livingston	3251	Basic Chemical ManufacturingT	561.7977528089891	276.2430939226521	11398.176291793325	16677.638797454536	0	0	76105.8109280139	0
2010	Livingston	3261	Plastics Product ManufacturingT	125.21661356140653	65.96850004123036	1551.5129519575357	10.742862383277783	0	59.54057207225326	1139.1438298533349	0
2010	Livingston	3262	Rubber Product ManufacturingT	62.608306780703266	32.98425002061518	775.7564759787679	5.371431191638892	0	29.77028603612663	569.5719149266674	0
2010	Livingston	3323	Architectural and Structural Metals ManufacturingT	596.5993835139697	162.97527665053224	11599.913925276389	48.549251273447304	75.39559124280211	0	15510.39100256609	0
2010	Livingston	3327	Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT	950.3271776043692	453.4592189798379	4209.342791798259	19.50031490560856	25.120102709657345	0	6728.756139552919	0
2010	Livingston	3328	Coating, Engraving, Heat Treating, and Allied ActivitiesT	103.4890597279715	60.57962586023073	237.46200607902648	0.9865293032889412	2.4522168039908068	0	326.9027403721789	0
2010	Livingston	3332	Industrial Machinery ManufacturingT	14.540892104503325	15.321303046181484	440.41760861246047	19.960393224614847	0	0	297.6392338297111	0
2010	Livingston	3333	Commercial and Service Industry Machinery ManufacturingT	29.08178420900665	30.642606092362968	880.8352172249209	39.920786449229695	0	0	595.2784676594222	0
2010	Livingston	3335	Metalworking Machinery ManufacturingT	14.540892104503325	15.321303046181484	440.41760861246047	19.960393224614847	0	0	297.6392338297111	0
2010	Livingston	3339	Other General Purpose Machinery ManufacturingT	78.73503586407179	63.22910250871021	5239.375926141331	268.3516646420246	0	0	4185.957597412814	0
2010	Livingston	3353	Electrical Equipment ManufacturingT	1016.1716459077322	107.07096663668689	1678.8011592563807	17.43633187208361	43.341506303093325	0	1386.6758103229174	0.6374949000407995
2010	Livingston	3359	Other Electrical Equipment and Component ManufacturingT	508.0858229538661	53.535483318343445	839.4005796281904	8.718165936041805	21.670753151546663	0	693.3379051614587	0.3187474500203997
2010	Livingston	3371	Household and Institutional Furniture and Kitchen Cabinet ManufacturingT	54.093318702378596	56.99651181347707	297.8890640221084	9.281788768220574	0	0	246.05389206555228	0
2010	Livingston	3372	Office Furniture (including Fixtures) ManufacturingT	54.093318702378596	56.99651181347707	297.8890640221084	9.281788768220574	0	0	246.05389206555228	0
2010	Livingston	3399	Other Miscellaneous ManufacturingT	29.205973038714625	30.773460147343357	482.50727711267683	5.011407675080845	0	0	398.54700229852887	0
2010	Monroe	1111	Oilseed and Grain FarmingT	15280.46911839374	3553.8409464014253	5417.809659669765	5398.230547875671	2219.4257527769564	0	0	0
2010	Monroe	1112	Vegetable and Melon FarmingT	10190.0192970825	2369.934295996221	7729.862369129816	3599.894285100044	1480.058699376921	0	0	0
2010	Monroe	1113	Fruit and Tree Nut FarmingT	2082.606370238264	484.3602468251444	1981.858389005699	735.7358756406065	302.49007247036815	0	0	0
2010	Monroe	1114	Greenhouse, Nursery, and Floriculture ProductionT	19796.940763765804	4604.255154382987	11407.46923169528	6993.79381335902	2875.4248195437885	0	0	0
2010	Monroe	1119	Other Crop FarmingT	3700.3858196388833	860.6138032428569	2223.1928389266573	1307.2593266430013	537.4659324713532	0	0	0
2010	Monroe	1121	Cattle Ranching and FarmingT	5642.808139782664	1312.3708745111421	4114.4155698261775	1993.4714726335774	819.594844004996	0	0	0
2010	Monroe	1122	Hog and Pig FarmingT	65.02880404984188	15.12401384651573	78.31149404751338	22.973147865670924	9.445168290466528	0	0	0
2010	Monroe	1123	Poultry and Egg ProductionT	375.410043286364	87.31064296419032	549.9582022513843	132.62354368481627	54.5267760737736	0	0	0
2010	Monroe	1124	Sheep and Goat FarmingT	323.9170262291982	75.33470223530128	269.4940902894605	114.43227118352442	47.0476255804627	0	0	0
2010	Monroe	1129	Other Animal ProductionT	3959.602438836346	920.9008682638372	5102.586761389845	1398.8344649078588	575.1160880874588	0	0	0
2010	Monroe	2123	Nonmetallic Mineral Mining and QuarryingT	35777.35337230151	0	35045.65703044623	20041.605781467104	12169.673151377716	36597.92604839276	11798.760053746108	0
2010	Monroe	2369	Building Construction (unclassified)	152370.79843113438	5636.965974865047	87882.042736325	0	0	0	41247.855052171646	0
2010	Monroe	2378	Heavy and Civil Engineering Construction (unclassified)	183759.45936057615	28639.39393401719	27482.800474113057	0	0	0	10890.672172811364	0
2010	Monroe	2388	Specialty Trade Contractors (unclassified)	714506.1392465155	29689.62952279188	164946.8327495276	0	0	0	205732.52339306992	0
2010	Monroe	3114	Fruit and Vegetable Preserving and Specialty Food ManufacturingT	1250.9067223283157	1605.0488065861607	91748.56133690546	58611.99509766968	31475.331169733174	32001.427612584295	206909.53998676763	0
2010	Monroe	3115	Dairy Product ManufacturingT	2006.4205457463895	98.6582478295186	18725.575336517584	167814.82178124742	4564.125969876771	505.39083557951466	30045.843142113765	0
2010	Monroe	3116	Animal Slaughtering and ProcessingT	4507.259907923121	3324.4154569488223	11169.559575339015	4640.362476444494	2114.668106960095	115.8489021385707	11276.177506293538	0
2010	Monroe	3121	Beverage ManufacturingT	12202.488824453316	1443.5929424345047	73144.42592411012	32359.999150544885	1958.1572709471295	0	94801.77936938705	0
2010	Monroe	3132	Fabric MillsT	93.1340265165879	98.13253780556028	1538.6525722491851	159.80723349902507	397.2329884972675	0	3812.742725363904	0
2010	Monroe	3133	Textile and Fabric Finishing and Fabric Coating MillsT	186.2680530331758	196.26507561112055	3077.3051444983703	319.61446699805015	794.465976994535	0	7625.485450727808	0
2010	Monroe	3141	Textile Furnishings MillsT	1289.7785053451405	104.5385407465098	2076.1862586376014	68.09572182399363	0	155.5539121808913	1511.8308456160182	0
2010	Monroe	3149	Other Textile Product MillsT	16330.87195738479	952.223119682179	129657.18906979468	4281.09107957891	0	102487.15255188663	91962.16409517465	0
2010	Monroe	3152	Cut and Sew Apparel ManufacturingT	0	0	265.5615139970582	0	0	0	264.32782733481673	0
2010	Monroe	3159	Apparel Accessories and Other Apparel ManufacturingT	0	0	8.4135722433594875	0	0	0	6.949540774345639	0
2010	Monroe	3169	Other Leather and Allied Product ManufacturingT	426.2963977954389	449.1757624758572	117.37959324882017	585.1803086826135	181.82290449102567	0	96.95456885184647	0
2010	Monroe	3219	Other Wood Product ManufacturingT	4605.72932483045	485.29192175601054	16486.281113940662	1580.5799215937518	196.4424488386149	11.837983536096738	5237.5120133142655	0
2010	Monroe	3221	Pulp, Paper, and Paperboard MillsT	47667.688117126345	5022.601707684586	52500.6907985631	718953.8572027099	160615.74208539058	22053.418279833364	596270.5984388556	0
2010	Monroe	3231	Printing and Related Support ActivitiesT	1715.156094977966	1485.5876599675898	144108.19225839293	1366.4491449804925	29514.87120924209	0	95135.3363910456	0
2010	Monroe	3241	Petroleum and Coal Products ManufacturingT	43096.81391411424	908.1964731703632	2373.3188991131265	2957.9662178614367	3676.309685325396	0	17643.07524147844	0
2010	Monroe	3251	Basic Chemical ManufacturingT	2791.1539147494223	1723.2307287555918	89738.02286872198	115008.82995287236	0	0	485157.7664890761	0
2010	Monroe	3252	Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments ManufacturingT	1092.384519350812	1151.012891344384	9023.55623100305	7497.622704996003	0	0	12422.30413414282	0
2010	Monroe	3254	Pharmaceutical and Medicine ManufacturingT	442.1993516507729	522.3083708621575	26193.45610584656	609.3681712316223	702.0699653663382	0	50917.59166806358	0
2010	Monroe	3259	Other Chemical Product and Preparation ManufacturingT	25615.045626611845	3596.0065910632966	519723.0328005153	9257.97596910871	167123.21403572534	11095501.778081998	1616361.4487135892	0
2010	Monroe	3261	Plastics Product ManufacturingT	2369.838894388802	1022.8951119480973	117554.41536170093	945.6576229506537	0	42378.127348959024	89213.20637843647	0
2010	Monroe	3262	Rubber Product ManufacturingT	62.608306780703266	32.98425002061518	775.7564759787679	5.371431191638892	0	29.77028603612663	569.5719149266674	0
2010	Monroe	3271	Clay Product and Refractory ManufacturingT	4369.538077403249	4604.0515653775365	1203.1408308004068	749.7622704995953	0	112.30907457322547	9937.843307314248	0
2010	Monroe	3272	Glass and Glass Product ManufacturingT	3994.6423035755042	3466.196530927438	32372.798488629116	1917.2636225486538	0	2102.9450350853313	37263.42750257008	0
2010	Monroe	3311	Iron and Steel Mills and Ferroalloy ManufacturingT	971.0084616451664	1023.122570083897	53472.92581335126	73310.08867107164	0	249.5757212738344	77294.33683466651	1766.5692007797268
2010	Monroe	3312	Steel Product Manufacturing from Purchased SteelT	699.1260923845198	736.6482504604058	5775.07598784195	119.96196327993523	298.18956336528214	0	6360.21971668112	4.3859649122807
2010	Monroe	3313	Alumina and Aluminum Production and ProcessingT	10486.891385767796	11049.723756906087	115501.51975683882	1799.4294491990286	2236.421725239616	0	47701.6478751084	0
2010	Monroe	3315	FoundriesT	873.9076154806497	920.8103130755072	240.62816616008135	149.95245409991907	0	0	198.7568661462853	0
2010	Monroe	3321	Forging and StampingT	2309.2012593193913	856.9770491275076	21615.860233801875	96.19837365409462	123.78151452787529	0	32100.729277130875	0
2010	Monroe	3322	Cutlery and Handtool ManufacturingT	1571.261535972198	816.9369741412223	5634.114828272418	25.419490725342204	39.833403533602194	0	8690.172581785993	0
2010	Monroe	3323	Architectural and Structural Metals ManufacturingT	4561.625598480905	1989.2263395417317	37015.16625634269	160.53209378016498	238.4125746345303	0	52841.56412565183	0
2010	Monroe	3324	Boiler, Tank, and Shipping Container ManufacturingT	596.5993835139697	162.97527665053224	11599.913925276389	48.549251273447304	75.39559124280211	0	15510.39100256609	0
2010	Monroe	3325	Hardware ManufacturingT	1349.6176166945631	1057.5765192548754	41044.70403379528	266.048070787501	275.65766910914584	0	59453.987761309494	0
2010	Monroe	3326	Spring and Wire Product ManufacturingT	413.956238911886	242.3185034409229	949.8480243161059	3.9461172131557642	9.808867215963227	0	1307.6109614887157	0
2010	Monroe	3327	Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT	17467.259865807566	7873.273308306785	125810.68519913407	548.9759897869211	812.6679832684803	0	181653.08545896385	0
2010	Monroe	3328	Coating, Engraving, Heat Treating, and Allied ActivitiesT	2606.1521332519133	1422.7332327435295	8008.734889062683	35.28478375823161	64.35557157351025	0	11959.199985507781	0
2010	Monroe	3329	Other Fabricated Metal Product ManufacturingT	4443.470738931241	2290.4455105156158	72663.21746794457	402.1472031456127	476.6890570140648	0	103932.28204554753	0
2010	Monroe	3331	Agriculture, Construction, and Mining Machinery ManufacturingT	43.62267631350997	45.96390913854445	1321.2528258373814	59.88117967384454	0	0	892.9177014891333	0
2010	Monroe	3332	Industrial Machinery ManufacturingT	569.9300113467663	563.9816094074389	136579.76606715735	8665.112632770168	0	0	96999.32745098666	0
2010	Monroe	3333	Commercial and Service Industry Machinery ManufacturingT	598.5795071579806	441.4136591718521	68911.5095162145	3291.575906523974	0	0	48993.34852998622	0
2010	Monroe	3334	Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT	14.540892104503325	15.321303046181484	440.41760861246047	19.960393224614847	0	0	297.6392338297111	0
2010	Monroe	3335	Metalworking Machinery ManufacturingT	1344.3313334258703	1205.7953360816705	134013.88538403844	15399.379151541718	0	0	121061.54791074512	0
2010	Monroe	3336	Engine, Turbine, and Power Transmission Equipment ManufacturingT	29.08178420900665	30.642606092362968	880.8352172249209	39.920786449229695	0	0	595.2784676594222	0
2010	Monroe	3339	Other General Purpose Machinery ManufacturingT	342.09865117671075	290.78467826297265	28240.302683018297	1346.3256695189184	0	0	20107.549246437367	0
2010	Monroe	3344	Semiconductor and Other Electronic Component ManufacturingT	356.69698591046927	375.8409441124519	6875.090461716598	61.20508330608941	152.13753232922556	0	2433.7575446483856	0
2010	Monroe	3351	Electric Lighting Equipment ManufacturingT	1893.9806346717778	150.2339500621013	7021.6962960344945	82.58335842463984	93.2616340986205	0	6875.0756368623815	0.6374949000407995
2010	Monroe	3352	Household Appliance ManufacturingT	508.0858229538661	53.535483318343445	839.4005796281904	8.718165936041805	21.670753151546663	0	693.3379051614587	0.3187474500203997
2010	Monroe	3353	Electrical Equipment ManufacturingT	2883.5520081927207	255.99694750407866	15273.877532660306	159.5559681509751	280.3125992070194	0	12333.392620409297	125.87626571714706
2010	Monroe	3359	Other Electrical Equipment and Component ManufacturingT	3899.7236541004527	363.06791414076554	16952.678691916688	176.9923000230587	323.6541055101127	0	13720.068430732212	126.51376061718787
2010	Monroe	3371	Household and Institutional Furniture and Kitchen Cabinet ManufacturingT	612.661323911189	766.968446146481	26337.252551072062	1254.1850186612048	0	0	22825.312611183075	0
2010	Monroe	3372	Office Furniture (including Fixtures) ManufacturingT	108.18663740475719	113.99302362695413	595.7781280442168	18.563577536441148	0	0	492.10778413110455	0
2010	Monroe	3379	Other Furniture Related Product ManufacturingT	36.0622124682524	37.997674542318045	198.59270934807228	6.187859178813716	0	0	164.03592804370152	0
2010	Monroe	3391	Medical Equipment and Supplies ManufacturingT	813.2594755705989	726.2702784651526	71076.24136408337	2153.142176949097	0	0	82597.86260478849	0
2010	Monroe	3399	Other Miscellaneous ManufacturingT	487.80621087355024	486.04819370773015	10263.673658936164	112.06854609403211	0	0	9086.679272517982	0
2010	Ontario	1111	Oilseed and Grain FarmingT	45253.697004473775	10524.836648958066	16045.05168440661	15987.067391785644	6572.914729377911	0	0	0
2010	Ontario	1112	Vegetable and Melon FarmingT	6691.9529712183585	1556.3747615497564	5076.3275259957	2364.109679767192	971.978847352008	0	0	0
2010	Ontario	1113	Fruit and Tree Nut FarmingT	5301.179851515582	1232.9169919185497	5044.73044474178	1872.782228903362	769.9747299245736	0	0	0
2010	Ontario	1114	Greenhouse, Nursery, and Floriculture ProductionT	12809.785200083756	2979.223923424286	7381.303620508709	4525.395996879366	1860.5690008812749	0	0	0
2010	Ontario	1119	Other Crop FarmingT	6326.466078737447	1471.3719861894003	3800.9425955842858	2234.991752002551	918.8933684187652	0	0	0
2010	Ontario	1121	Cattle Ranching and FarmingT	47328.95626592073	11007.488148763872	34891.15886184174	16720.207706595724	6874.337664292912	0	0	0
2010	Ontario	1122	Hog and Pig FarmingT	260.1152161993675	60.49605538606292	313.2459761900535	91.8925914626837	37.78067316186611	0	0	0
2010	Ontario	1123	Poultry and Egg ProductionT	1877.05021643182	436.5532148209515	2749.791011256922	663.1177184240812	272.63388036886795	0	0	0
2010	Ontario	1124	Sheep and Goat FarmingT	539.861710381997	125.55783705883547	449.1568171491009	190.72045197254073	78.41270930077117	0	0	0
2010	Ontario	1129	Other Animal ProductionT	5063.72234966571	1177.690533452792	6525.423454469706	1788.894075314858	735.4849972656925	0	0	0
2010	Ontario	2123	Nonmetallic Mineral Mining and QuarryingT	19555.182229132177	0	16019.920047262985	10952.348653661853	5403.971090520299	12647.892281784829	5725.434112425899	0
2010	Ontario	2369	Building Construction (unclassified)	30533.447934643664	1129.5865669476652	17610.60389463322	0	0	0	8265.620759481868	0
2010	Ontario	2378	Heavy and Civil Engineering Construction (unclassified)	49473.70059707819	7710.606059158472	7399.215512261207	0	0	0	2932.1040465261353	0
2010	Ontario	2388	Specialty Trade Contractors (unclassified)	144880.07769093537	6020.152376035941	33446.192595106986	0	0	0	41716.28812619123	0
2010	Ontario	3114	Fruit and Vegetable Preserving and Specialty Food ManufacturingT	674.5600257742342	331.6897364304246	32876.99774487693	14523.325806215693	9160.969688641548	10035.359244123702	75029.84267315744	0
2010	Ontario	3116	Animal Slaughtering and ProcessingT	1502.419969307707	1108.1384856496074	3723.186525113005	1546.7874921481648	704.8893689866983	38.6163007128569	3758.725835431179	0
2010	Ontario	3121	Beverage ManufacturingT	8003.120703800839	657.5552457066716	36016.923355935825	10728.999658598608	952.1346069775608	0	43526.965104369825	0
2010	Ontario	3132	Fabric MillsT	93.1340265165879	98.13253780556028	1538.6525722491851	159.80723349902507	397.2329884972675	0	3812.742725363904	0
2010	Ontario	3149	Other Textile Product MillsT	1289.7785053451403	104.53854074650981	2076.1862586376014	68.09572182399363	0	155.5539121808913	1511.8308456160182	0
2010	Ontario	3162	Footwear ManufacturingT	213.14819889771945	224.5878812379286	58.689796624410086	292.59015434130674	90.91145224551283	0	48.47728442592324	0
2010	Ontario	3219	Other Wood Product ManufacturingT	2125.7212268448234	223.98088696431256	7609.052821818767	729.4984253509624	90.66574561782227	5.463684708967725	2417.3132369142763	0
2010	Ontario	3231	Printing and Related Support ActivitiesT	48.76716604244697	51.384504077874276	1074.2328846432183	8.367882483254412	353.6009052183174	0	665.4805786147929	0
2010	Ontario	3241	Petroleum and Coal Products ManufacturingT	21548.40695705712	454.0982365851816	1186.6594495565632	1478.9831089307183	1838.154842662698	0	8821.53762073922	0
2010	Ontario	3261	Plastics Product ManufacturingT	2512.6793027776503	927.9322852076399	208829.72497689296	4786.647982601296	0	149901.69388347908	228529.2498299769	0
2010	Ontario	3272	Glass and Glass Product ManufacturingT	1677.4410252065782	2264.4670880205895	62783.83693903087	580.4902606203748	0	396.3849690819725	1874337.7851997805	0
2010	Ontario	3313	Alumina and Aluminum Production and ProcessingT	5243.445692883898	5524.861878453044	101063.82978723398	899.7147245995143	2236.421725239616	0	23850.8239375542	0
2010	Ontario	3323	Architectural and Structural Metals ManufacturingT	413.956238911886	242.3185034409229	949.8480243161059	3.9461172131557642	9.808867215963227	0	1307.6109614887157	0
2010	Ontario	3324	Boiler, Tank, and Shipping Container ManufacturingT	536.3709386924833	211.14071553891492	3259.494767482153	15.554197692452794	15.31123549369412	0	5421.145178064204	0
